,description,book_id
10,"
Frank Herbert's Dune is widely known as the science fiction equivalent of The Lord of the Rings. Now The Road to Dune is a companion work comparable to The Silmarillion, shedding light on and following the remarkable development of the bestselling science fiction novel of all time.In this fascinating volume, the world's millions of Dune fans can read--at long last--the
Frank Herbert's Dune is widely known as the science fiction equivalent of The Lord of the Rings. Now The Road to Dune is a companion work comparable to The Silmarillion, shedding light on and following the remarkable development of the bestselling science fiction novel of all time.In this fascinating volume, the world's millions of Dune fans can read--at long last--the unpublished chapters and scenes from Dune and Dune Messiah. The Road to Dune also includes some of the original correspondence between Frank Herbert and famed editor John W. Campbell, Jr., along with other correspondence during Herbert's years-long struggle to get his innovative work published, and the article ""They Stopped the Moving Sands,"" Herbert's original inspiration for Dune.The Road to Dune also features newly discovered papers and manuscripts of Frank Herbert, and Spice Planet, an original novel by Brian Herbert and Kevin J. Anderson, based on a detailed outline left by Frank Herbert.The Road to Dune is a treasure trove of essays, articles, and fiction that every reader of Dune will want to add to their shelf.
...more
",110
11,"
Esta cuarta entrega de la saga Dune centra su trama en la figura mesiánica de Leto Atreides II (hijo de Paul Atreides, héroe cuya estirpe hunde sus raíces en la legendaria casa griega de los Atridas) y nos lleva, a través de diversos dilemas éticos, a comprender los mitos que necesita la humanidad y a los héroes que los encarnan. El futuro, en el mundo de Dune, pertenece
Esta cuarta entrega de la saga Dune centra su trama en la figura mesiánica de Leto Atreides II (hijo de Paul Atreides, héroe cuya estirpe hunde sus raíces en la legendaria casa griega de los Atridas) y nos lleva, a través de diversos dilemas éticos, a comprender los mitos que necesita la humanidad y a los héroes que los encarnan. El futuro, en el mundo de Dune, pertenece solo a los que son capaces de pensar por sí mismos... Esta saga apasionante plantea por primera vez de forma completa, racional y convincente todo un mundo absolutamente diferente del nuestro. Sus referencias a los problemas ecológicos, el poder de las drogas y la fuerza psicológica de los mitos la han covertido en una obra de culto para millones de lectores en todo el mundo.
...more
",111
12,"
The desert planet of Arrakis has begun to grow green and lush. The life-giving spice is abundant. The nine-year-old royal twins, possesing their father's supernatural powers, are being groomed as Messiahs.But there are those who think the Imperium does not need messiahs...
",112
13,"
Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source
Set in the far future amidst a sprawling feudal interstellar empire where planetary dynasties are controlled by noble houses that owe an allegiance to the imperial House Corrino, Dune tells the story of young Paul Atreides (the heir apparent to Duke Leto Atreides and heir of House Atreides) as he and his family accept control of the desert planet Arrakis, the only source of the 'spice' melange, the most important and valuable substance in the cosmos. The story explores the complex, multi-layered interactions of politics, religion, ecology, technology, and human emotion as the forces of the empire confront each other for control of Arrakis.Published in 1965, it won the Hugo Award in 1966 and the inaugural Nebula Award for Best Novel. Dune is frequently cited as the world's best-selling sf novel.
...more
",113
14,"
Dune Trilogy Box Set: Dune, Dune Messiah, Children of Dune
",114
15,"
Worlds Beyond Dune Box: The Eyes of Heisenberg; The Dosad Experiment; The Godmakers; Whipping Star; Destination Void
",115
16,"
Eight years in the making, the work of painstakung scholarship and research, containing thousands of entries and cross-references...Futurist, journalist, bestselling author, world-maker Frank Herbert's magnificent future history, The Dune Chronicles, has proven itself the most popular and enduring work of speculative fiction of our age—not only for the grandeur of its epic
Eight years in the making, the work of painstakung scholarship and research, containing thousands of entries and cross-references...Futurist, journalist, bestselling author, world-maker Frank Herbert's magnificent future history, The Dune Chronicles, has proven itself the most popular and enduring work of speculative fiction of our age—not only for the grandeur of its epic sweep, but for the complexity and intricacy of its world. Now, for the first time, Dune is revealed in panoramic detail—the people, the desert planet, the ecology, the history, the entire universe of the visionary masterpiece!- The legendary history of Paul Atreides, the Kwisatz Haderach - Salusa Secundus: The prison planet - Fremen Desert survival techniques - Duncan Idaho (10158-10191): Swordmaster of the Ginaz - A complete guide to the heraldry of the major house of Harkonnen - ""How Muad'Dib got his name"": a folktale from the Oral history - The Dune tarot; or the Golden Path - The assassin's handbook: a complete guide to professional Chaumurky
...more
",116
17,"
With more than ten million copies sold, Frank Herbert's magnificent Dune books stand among the major achievements of the human imagination. In this, the fifth and most spectacular Dune book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children
With more than ten million copies sold, Frank Herbert's magnificent Dune books stand among the major achievements of the human imagination. In this, the fifth and most spectacular Dune book of all, the planet Arrakis--now called Rakis--is becoming desert again. The Lost Ones are returning home from the far reaches of space. The great sandworms are dying. And the children of Dune's children awaken from empire as from a dream, wielding the new power of a heresy called love...
...more
",117
18,"
Memorable characters from the award-winning Dune trilogy take part in a series of battles--physical, mental, and emotional--on the mysterious desert planet of Dune. Read by Frank Herbert.A spoken word album read by the author. On the Caedmon label no. TC 1601. Run time approx. 60 minutes.
",118
19,"
With complete and unrestricted access to artowrk created over a five-year period, this authoritative and insightful book illustrates the creative development of The Fellowship of the Ring. This official publication contains 500 exclusive images, from the earliest pencil sketches and conceptual drawings to magnificant full-color paintings that shaped the look of the film.
With complete and unrestricted access to artowrk created over a five-year period, this authoritative and insightful book illustrates the creative development of The Fellowship of the Ring. This official publication contains 500 exclusive images, from the earliest pencil sketches and conceptual drawings to magnificant full-color paintings that shaped the look of the film. All the principal locations, costumes, armor and creatures are covered in stunning detail, including concepts, storyboards and images that did not make it into the final film.As well as a wealth of sketches, paintings and digital images, The Art of The Fellowship of the Ring contains photographs showing how the creative process was realized and a number of stills from the film. Contributors include Alan Lee and John Howe, the two artists who inspired Peter Jackson's vision of Middle-earth and who worked with him to bring his trilogy to the big screen. They and a dozen other designers who created all of these diverse elements explain how they contributed to the development of the film, giving a fascinating insight into how Middle-earth was brought to life.With text compiled from exclusive interviews with director Peter Jackson, special effects supervisor Richard Taylor, designers Grant Major, Ngila Dickson, Paul Lasaine and others, this unique book celebrates the pivotal contribution made by a handful of people which help turn the first Lord of the Rings movie into an award-winning global success.
...more
",119
20,"
With full cooperation from the families and unconditional access to the Times archives, Susan E. Tifft and Alex S. Jones have written the first insiders biography of the most powerful media clan in America. When Adolph Ochs, the son of poor Jewish immigrants, bought the bankrupt New York Times in 1896, he transformed it into America's most respected and powerful newspaper.
With full cooperation from the families and unconditional access to the Times archives, Susan E. Tifft and Alex S. Jones have written the first insiders biography of the most powerful media clan in America. When Adolph Ochs, the son of poor Jewish immigrants, bought the bankrupt New York Times in 1896, he transformed it into America's most respected and powerful newspaper. His family's values and prejudices set the agenda for the paper and came to set the agenda for the nation. The Trust is a dramatic saga set against a backdrop of world events, succession battles, and the burden and privilege of wealth and power. Spanning four generations, The Trust tells the story of Ochs, a visionary plagued by depression and insecurity; his daughter Iphigene, who fiercely guarded the family mystique; her husband, Arthur Hays Sulzberger, the paper's most controversial publisher; their son Punch, whose amiable nature masked a steely toughness; and Arthur Jr., the brash successor, who is leading the Times into the future. Despite the author's success, The Trust was written independent of family control.
...more
",120
21,"
An account of the rise and collapse of the Bingham family of Kentucky chronicles three generations of a newspaper dynasty and the battles that destroyed the family.
",121
22,"
In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a
In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives and the power of one.
...more
",122
23,"
In 1939, hatred took root in South Africa, where the seeds of apartheid were newly sown. There a boy called Peekay was born. He spoke the wrong language–English. He was nursed by a woman of the wrong color–black. His childhood was marked by humiliation and abandonment. Yet he vowed to survive–he would become welterweight champion of the world, he would dream heroic dreams.
In 1939, hatred took root in South Africa, where the seeds of apartheid were newly sown. There a boy called Peekay was born. He spoke the wrong language–English. He was nursed by a woman of the wrong color–black. His childhood was marked by humiliation and abandonment. Yet he vowed to survive–he would become welterweight champion of the world, he would dream heroic dreams. But his dreams were nothing compared to what awaited him. For he embarked on an epic journey, where he would learn the power of words, the power to transform lives, and the mystical power that would sustain him even when it appeared that villainy would rule the world: The Power of One.Episodic and bursting with incident, this sprawling memoir of an English boy's lonely childhood in South Africa during WW II pays moderate attention to questions of race but concerns itself primarily with epic melodrama.--Publishers Weekly
...more
",123
24,"
Lose Weight with The Power of One does a U-turn on diets. This weightloss guide, written in the form of a novel, is being touted by Weightloss and Fitness Professionals as an important and exciting breakthrough in the battle against obesity. Unlike any diet, this book puts control of your eating in your hands, and not in the hands of others, by offering eight broad
Lose Weight with The Power of One does a U-turn on diets. This weightloss guide, written in the form of a novel, is being touted by Weightloss and Fitness Professionals as an important and exciting breakthrough in the battle against obesity. Unlike any diet, this book puts control of your eating in your hands, and not in the hands of others, by offering eight broad strategies that are formulated to be individually personalized by each reader, thus no two ""Power of One"" programmes are exactly alike. Each strategy is designed to be tailored to the needs, circumstances, and cravings of the reader, and to be integrated into the reader�s life at the pace they choose. This is not a diet book. It is not padded with pseudoscientific jargon, graphs, charts, or recipes. In its quickly-paced, hard-to-put-down format, it is a guide that will motivate and inspire you into beginning - and completing - your weightloss journey. Lose Weight with The Power of One is a true return to nutritional sanity, and sets a refreshing new standard in the fight against obesity.
...more
",124
25,"
The life of civil rights leader Daisy Bates is vividly detailed in this stirring new biography by an acclaimed husband-wife team. Throughout her life, Daisy Bates worked tirelessly for civil rights as an activist, journalist, and organizer. She first captured national attention as the mentor of the nine black students who integrated Central High School in Little Rock in
The life of civil rights leader Daisy Bates is vividly detailed in this stirring new biography by an acclaimed husband-wife team. Throughout her life, Daisy Bates worked tirelessly for civil rights as an activist, journalist, and organizer. She first captured national attention as the mentor of the nine black students who integrated Central High School in Little Rock in 1957. During this crisis President Dwight Eisenhower was forced to use federal troops to insure the admission of the students, who became known as the Little Rock Nine. In 1999, just hours after her funeral, President Bill Clinton bestowed the Congressional Gold Medal on the Little Rock Nine, and two years later Daisy Bates was honored by a state holiday in Arkansas.In this noteworthy companion to their other distinguished biographies of African Americans, Dennis and Judith Fradin have drawn upon a trove of archival material including papers, correspondence, and photographs of her life and work. They also interviewed some of her living relatives and members of the Little Rock Nine. The result is a compelling, inspiring book about the courage and determination of one woman in the face of prejudice and intolerance. Endnotes, bibliography, index.
...more
",125
26,"
In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a
In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives and the power of one.
...more
",126
27,"
Hollywood loves super-heroes and so do we. Power Unlimited One explores new potential super abilities by presenting scores of Minor and Major super abilities. Put more oomph into your Heroes Unlimited characters. Over 160 new super abilities, plus power subsets and other data.
",127
28,"
If you're on the verge of giving up on sinners, or if you've already resigned from the battle against evil, Francis Frangipane has a hopeful message that will cause you to fall to your knees and intercede with love and mercy on the behalf of sinners. Twelve brief biographies of outstanding Christians, including John Wesley, William Booth, and George Mller, provide
If you're on the verge of giving up on sinners, or if you've already resigned from the battle against evil, Francis Frangipane has a hopeful message that will cause you to fall to your knees and intercede with love and mercy on the behalf of sinners. Twelve brief biographies of outstanding Christians, including John Wesley, William Booth, and George Mller, provide real-life examples of the ability of a godly intercessor to impact the world for Christ. As you seek God's mercy for others, you will find His mercy for yourself and be transformed in the process. Discover the power waiting to be released by one Christlike life.
...more
",128
29,"
In this 30-day companion workbook to There's No Such Thing as ""Business"" Ethics, bestselling author John C. Maxwell demonstrates how we can live with integrity by using the Golden Rule as our standard-in business and in life. In fact, Maxwell suggests the higher standard of exceeding the Golden Rule-by treating people better than they treat us, helping those who cannot
In this 30-day companion workbook to There's No Such Thing as ""Business"" Ethics, bestselling author John C. Maxwell demonstrates how we can live with integrity by using the Golden Rule as our standard-in business and in life. In fact, Maxwell suggests the higher standard of exceeding the Golden Rule-by treating people better than they treat us, helping those who cannot help us, doing right when it is natural to do wrong, and keeping promises, even when it hurts.An ethics guide for any situation, each ""day"" of The Power of One offers a Drilling Down section which features a case study or story that illustrates the day's topic, Summarizing Principles on the subject, penetrating questions for Making Evaluation, and points of application for Taking Action. Maxwell reveals the factors that can ""tarnish"" the Golden Rule and teaches how to develop the Midas touch in personal integrity.
...more
",129
30,"
Praise for The Power of an Hour ""The master at getting what you want from others now tells us how to get what we want from ourselves! This is really a great book, and I recommend it highly-for you, for your team, and for your children."" -Bob Burg, author, Endless Referrals ""If you want to make predictable, systematic change in your life or your business, buy this book.
Praise for The Power of an Hour ""The master at getting what you want from others now tells us how to get what we want from ourselves! This is really a great book, and I recommend it highly-for you, for your team, and for your children."" -Bob Burg, author, Endless Referrals ""If you want to make predictable, systematic change in your life or your business, buy this book. Each chapter is a stand-alone system that results in powerful change . . . fast."" -David Hancock, The Entrepreneurial Publisher, CEO, Morgan James Publishing ""Dave's methods helped me take my business from $0 to $10 million in sales.If you're a creative business owner who wants total focus and massive success, run, don't walk, and get this book!"" -Stephanie Frank, author, The Accidental Millionaire ""The Power of an Hour is a mighty powerful way to sort out your financesby first sorting out yourself!"" -Mark Joyner, #1 bestselling author, The Irresistible Offer ""The disease of the twenty-first century, no matter who you are or what you do, is Time Deficit Disorder. Dave Lakhani offers a brilliant solution in this book.Get it and take the cure-you'll be surprised how much better you feel!"" -David Garfinkel, author, Customers on Demand
...more
",130
31,"
Read an interview with Lou Catron!The one-person play has a long and distinguished history, as well as being (a) one of the most economical forms of theatre and (b) a wonderful showcase for an actor, a playwright, and a director-especially when all three are the same person! Dean of American playwriting texts, Louis Catron offers an outstanding guide for playwrights,
Read an interview with Lou Catron!The one-person play has a long and distinguished history, as well as being (a) one of the most economical forms of theatre and (b) a wonderful showcase for an actor, a playwright, and a director-especially when all three are the same person! Dean of American playwriting texts, Louis Catron offers an outstanding guide for playwrights, actors, and directors who are interested in working in this form. He demonstrates techniques of writing, acting, and directing that encourage the reader to create a personal theatrical experience. Among the special qualities in the book are:discussions and illustrations of the actor/playwright conundrumtips for solo play actors, directors, and playwrightsnumerous examples of actual solo play scripts.The book comes complete with exercises for the writer and solid advice for actors and directors.
...more
",131
32,"
A lively insider's guide to starting a successful small business selling items old and new on eBay, written with personal anecdotes, well–kept secrets, and insider tips by Adam Ginsberg, eBay's most successful private salesperson.This is the insider's guide to making money on eBay. Adam Ginsberg is the most successful seller on eBay, moving around a million dollars' worth
A lively insider's guide to starting a successful small business selling items old and new on eBay, written with personal anecdotes, well–kept secrets, and insider tips by Adam Ginsberg, eBay's most successful private salesperson.This is the insider's guide to making money on eBay. Adam Ginsberg is the most successful seller on eBay, moving around a million dollars' worth of merchandise every month. Not only will he impart his personal secrets on how to sell on eBay –learned through years of experience – and his tips on expanding your small business using eBay as a global market, but he'll also give fun side–notes and anecdotes, keeping the book lively and making it a fun and interesting read.This book will be a must–have for all current and aspiring eBay sellers, all small–business owners, and anyone who wants to learn how to start a million–dollar company.
...more
",132
33,"
Thinking about buying or selling items on eBay? Whether you want to use eBay to make smart bids and win auctions or turn household clutter into cash, eBay for Dummies, Fifth Edition is your passport to the most successful trading community on the planet. Beginning with an overview of what eBay is and how to become a registered user, eBay for Dummies helps you discover how
Thinking about buying or selling items on eBay? Whether you want to use eBay to make smart bids and win auctions or turn household clutter into cash, eBay for Dummies, Fifth Edition is your passport to the most successful trading community on the planet. Beginning with an overview of what eBay is and how to become a registered user, eBay for Dummies helps you discover how you can:Search for items to buy and list items to sell on eBay Place a bid--and determine how much you should spend Use pictures and basic HTML to make your eBay listings more appealing Communicate well and close deals without a problem Identify auction terms (reserve price, starting bid, Buy It Now, etc.) Organize your transactions and interactions using the My eBay page Resolve buying and selling issues with eBay's Trust & Safety program And much more! Registering at eBay makes you part of a really unique community of people who like to collect, buy, and sell items of just about every kind! So if you're ready to join the millions of people who use their home computers to make great deals, buy cool stuff, and turn a profit, eBay for Dummies does all the legwork so you can sit back and let the bidding begin!
...more
",133
34,"
Offers user tips for serious eBayer, sharing the wisdom of eBay's upper echelon of sellers for those aspiring to join their ranks. Readers won't have to wade through a lot of prose to extract information. They will be able to quickly zero in on the information they need and use it immediately.
",134
35,"
If you want to build a profitable--and consistent--eBay business, you need to start with strategic product sourcing. What to Sell on eBay and Where to Get It reveals the same techniques used by the most successful e-commerce entrepreneurs and by major retail chains to determine what products will sell well and which suppliers will deliver those products for the best price.
If you want to build a profitable--and consistent--eBay business, you need to start with strategic product sourcing. What to Sell on eBay and Where to Get It reveals the same techniques used by the most successful e-commerce entrepreneurs and by major retail chains to determine what products will sell well and which suppliers will deliver those products for the best price.Learn to generate product ideas, research your markets, diversify your product line, and build a direct supply of inventory. Using the proven strategies in this book, you'll be able to find the products that will fuel your business for the long term and skyrocket your sales!
...more
",135
36,"
Take it to the next level.People who earn a living selling their wares through eBay are identified on the site as “PowerSellers” and awarded formal designations based on their monthly gross merchandise sales. There's Bronze, Silver, Gold, and Platinum—and at the very top of the food chain is the Titanium level, for those who generate gross monthly sales of $150,000 or
Take it to the next level.People who earn a living selling their wares through eBay are identified on the site as “PowerSellers” and awarded formal designations based on their monthly gross merchandise sales. There's Bronze, Silver, Gold, and Platinum—and at the very top of the food chain is the Titanium level, for those who generate gross monthly sales of $150,000 or more.Titanium eBay: A Tactical Guide to Becoming a Millionaire PowerSeller is for everyone who aspires to reach the highest level of success within eBay, whether they've been selling through eBay for years at the Platinum level and want to learn how to grow their business, or they're just starting out with ambitious plans. With over 60 chapters, coverage includes:• Organization• Product selection and pricing• Advanced listing and selling strategies• Auction management• Brand building
...more
",136
37,"
Want to pick up extra cash? Explore opening an eBay store? Unload your dusty disco albums or the collection of antlers in the basement? Hey, those poor, dead deer could lead to a rich, lively career. Whether you want to build an eBay business from scratch or just want to make sure you're up on eBay's policy changes and taking advantage of new automation tools, this guide
Want to pick up extra cash? Explore opening an eBay store? Unload your dusty disco albums or the collection of antlers in the basement? Hey, those poor, dead deer could lead to a rich, lively career. Whether you want to build an eBay business from scratch or just want to make sure you're up on eBay's policy changes and taking advantage of new automation tools, this guide will have you selling successfully on eBay faster than you can say, ""going...going...""Starting an eBay Business For Dummies 2nd Edition gets you organized and in virtual business fast with step-by-step guidance on:Setting up basic auctions Pricing items or setting minimums strategically Using the About Me page to begin creating a professional identity Finding sources of merchandise (once you exhaust your basement, attic, and relatives) Managing your business with online auction management services and software, including a list of 16 popular sites with their prices Writing tempting descriptions and taking good photographs of merchandise Selecting payment systems (and why shipping C.O.D. is a no-no) Handling inventory and keeping records Written by Marsha Collier, author of eBay For Dummies and eBay Bargain Shopping For Dummies,  an eBay PowerSeller, columnist, and teacher at eBay University, this book is packed with time-saving, money-saving tips plus secret eBay hints to help you compete with the pros from the get go. It gives you inside information on:eBay motors, real estate, and other unusual areas Dutch auctions, reserve price auctions, and private auctions Using an eBay fee calculator to check your final value fees Shipping and insuring merchandise efficiently and economically Printing shipping labels and postage Complete with a glossary and index, Starting an eBay Business For Dummies 2nd Edition is just what you need to get started selling on eBay, to graduate from occasional seller to PowerSeller, or to become a genuine eBay entrepreneur like the ten whose success stories are featured in this book!
...more
",137
38,"
You already know eBay basics. Now you'd like to go beyond with shortcuts, tricks, and tips that let you work smarter and faster. And because you learn more easily when someone shows you how, this is the book for you. Inside, you'll find clear, illustrated instructions for 120 tasks that reveal cool secrets, teach timesaving tricks, and explain great tips guaranteed to make
You already know eBay basics. Now you'd like to go beyond with shortcuts, tricks, and tips that let you work smarter and faster. And because you learn more easily when someone shows you how, this is the book for you. Inside, you'll find clear, illustrated instructions for 120 tasks that reveal cool secrets, teach timesaving tricks, and explain great tips guaranteed to make your eBay experience more productive.
...more
",138
